success,steps,distance,flyvis_updates,last_motion,start_yaw,condition,case_id,start_pos,food_pos
True,1123,0.5988527131596306,0,0.0,180.0,camera_only,0,"(0.0, 3.0, 1.0)","(3.0, 3.0, 1.0)"
True,1043,0.5996281525689907,11,-0.07767171479229416,180.0,camera_flyvis,0,"(0.0, 3.0, 1.0)","(3.0, 3.0, 1.0)"
True,1067,0.5999139369706257,0,0.0,0.0,camera_only,1,"(0.0, 0.0, 1.0)","(-2.5, 2.5, 1.0)"
True,1001,0.5969500313067889,11,-0.09227167441417555,0.0,camera_flyvis,1,"(0.0, 0.0, 1.0)","(-2.5, 2.5, 1.0)"
True,1450,0.5969876314646986,0,0.0,180.0,camera_only,2,"(-2.0, -2.0, 1.0)","(2.5, -1.5, 1.0)"
True,1360,0.5967087005798382,14,-0.10029114553561579,180.0,camera_flyvis,2,"(-2.0, -2.0, 1.0)","(2.5, -1.5, 1.0)"
