success,steps,distance,min_distance,neural_updates,min_distractor_distance,distractor
True,994,0.5982249070799268,0.5982249070799268,50,inf,none
True,994,0.5979567233908785,0.5979567233908785,50,2.692582403567252,blue
True,995,0.5958408329871624,0.5958408329871624,50,2.692582403567252,green
